1001|10|2022-04-01 07:30:30|6|15|1
1001|10|2022-04-01 07:30:30|7|15|1
1001|10|2022-04-01 07:30:30|8|15|1
1001|10|2022-04-01 08:30:30|7|15|1
1001|10|2022-04-01 08:30:30|8|15|1
1001|10|2022-04-01 08:30:30|9|15|1
1001|10|2022-04-01 09:30:30|8|15|1
1001|10|2022-04-01 09:30:30|9|15|1
1001|10|2022-04-01 09:30:30|10|15|1
1001|10|2022-04-02 07:30:30|6|14|1
1001|10|2022-04-02 07:30:30|7|14|1
1001|10|2022-04-02 07:30:30|8|14|1
1001|10|2022-04-02 08:30:30|7|14|1
1001|10|2022-04-02 08:30:30|8|14|1
1001|10|2022-04-02 08:30:30|9|14|1
1001|10|2022-04-02 09:30:30|8|14|1
1001|10|2022-04-02 09:30:30|9|14|1
1001|10|2022-04-02 09:30:30|10|14|1
1001|12|2022-04-01 07:30:30|6|15|1
1001|12|2022-04-01 07:30:30|7|15|1
1001|12|2022-04-01 07:30:30|8|15|1
1001|12|2022-04-01 08:30:30|7|15|1
1001|12|2022-04-01 08:30:30|8|15|1
1001|12|2022-04-01 08:30:30|9|15|1
1001|12|2022-04-01 09:30:30|8|15|1
1001|12|2022-04-01 09:30:30|9|15|1
1001|12|2022-04-01 09:30:30|10|15|1
1001|12|2022-04-02 07:30:30|6|14|1
1001|12|2022-04-02 07:30:30|7|14|1
1001|12|2022-04-02 07:30:30|8|14|1
1001|12|2022-04-02 08:30:30|7|14|1
1001|12|2022-04-02 08:30:30|8|14|1
1001|12|2022-04-02 08:30:30|9|14|1
1001|12|2022-04-02 09:30:30|8|14|1
1001|12|2022-04-02 09:30:30|9|14|1
1001|12|2022-04-02 09:30:30|10|14|1
